text,label
Trải nghiệm với ứng dụng rất tệ,negative
This laptop is absolutely worst,negative
Tôi rất thất vọng với dịch vụ,negative
I regret buying this device,negative
trò chơi này rất thất vọng,negative
I love this item,positive
This phone is awful,negative
Tôi rất thích ứng dụng này,positive
Tôi rất thất vọng với trò chơi,negative
I love this movie,positive
Tôi ghét thiết bị này,negative
Tôi ghét máy tính này,negative
I am very happy with this phone,positive
This product is absolutely horrible,negative
Tôi rất thích ứng dụng này,positive
Tôi rất hài lòng với trò chơi,positive
máy tính này thật sự rất kém,negative
Tôi rất thất vọng với thiết bị,negative
This is a beautiful movie,positive
dịch vụ này thật sự rất tệ,negative
Tôi rất hài lòng với sản phẩm,positive
ứng dụng này rất rất kém,negative
This service is absolutely poor,negative
trò chơi này rất đáng tiền,positive
I am very disappointed with this laptop,negative
This product is absolutely cheap,negative
I hate this restaurant,negative
máy tính này rất đáng tiền,positive
I regret buying this movie,negative
This is a very awful phone,negative
Trải nghiệm với ứng dụng rất tệ,negative
Trải nghiệm với ứng dụng rất đáng tiền,positive
Tôi rất thích ứng dụng này,positive
Đây là một điện thoại tốt,positive
This is a very disappointing restaurant,negative
I hate this product,negative
Tôi ghét thiết bị này,negative
This item is absolutely perfect,positive
sản phẩm này thật sự chất lượng cao,positive
I hate this app,negative
I hate this restaurant,negative
Trải nghiệm với ứng dụng rất hoàn hảo,positive
máy tính này thật sự không đáng tiền,negative
I am very happy with this device,positive
điện thoại này rất tuyệt vời,positive
Đây là một thiết bị kém,negative
Trải nghiệm với điện thoại rất rất ổn,positive
The device works excellent,positive
This is a brilliant item,positive
Trải nghiệm với dịch vụ rất không đáng tiền,negative
This game is absolutely poor,negative
This product is terrible,negative
trò chơi này rất tồi tệ,negative
máy tính này thật sự rất kém,negative
Tôi ghét dịch vụ này,negative
Đây là một máy tính không đáng tiền,negative
Tôi ghét ứng dụng này,negative
This is a very terrible item,negative
Tôi ghét thiết bị này,negative
This service is disappointing,negative
This device is incredible,positive
The restaurant works very horrible,negative
I am very disappointed with this movie,negative
This is a very broken restaurant,negative
This is a wonderful device,positive
Trải nghiệm với sản phẩm rất rất tệ,negative
The phone works very horrible,negative
Trải nghiệm với máy tính rất tốt,positive
This laptop is wonderful,positive
Đây là một máy tính rất tệ,negative
This phone is wonderful,positive
I regret buying this phone,negative
Đây là một máy tính thất vọng,negative
This is a fantastic app,positive
This product is awful,negative
Tôi rất thất vọng với máy tính,negative
thiết bị này rất tồi tệ,negative
sản phẩm này rất hoàn hảo,positive
This device is absolutely awesome,positive
This laptop is absolutely wonderful,positive
I am very disappointed with this laptop,negative
sản phẩm này thật sự hoàn hảo,positive
This app is outstanding,positive
This game is absolutely perfect,positive
I am very happy with this app,positive
Trải nghiệm với trò chơi rất hoàn hảo,positive
Đây là một sản phẩm tuyệt vời,positive
I hate this device,negative
This is a awesome restaurant,positive
This device is brilliant,positive
Đây là một thiết bị chất lượng cao,positive
I am very happy with this restaurant,positive
trò chơi này rất xuất sắc,positive
This phone is absolutely superb,positive
Tôi ghét thiết bị này,negative
This is a very useless game,negative
Trải nghiệm với điện thoại rất rất kém,negative
This is a beautiful phone,positive
This movie is excellent,positive
Trải nghiệm với dịch vụ rất xuất sắc,positive
Tôi rất thất vọng với trò chơi,negative
Tôi rất hài lòng với sản phẩm,positive
This device is absolutely perfect,positive
máy tính này thật sự tồi tệ,negative
Trải nghiệm với máy tính rất đáng tiền,positive
sản phẩm này rất rất ổn,positive
This game is absolutely brilliant,positive
This laptop is absolutely perfect,positive
I really like this item,positive
Trải nghiệm với máy tính rất kém,negative
Tôi ghét ứng dụng này,negative
dịch vụ này thật sự thất vọng,negative
This is a fantastic service,positive
I am very happy with this restaurant,positive
I am very disappointed with this laptop,negative
Tôi ghét trò chơi này,negative
máy tính này thật sự hoàn hảo,positive
I am very disappointed with this service,negative
Tôi rất thích dịch vụ này,positive
Tôi ghét ứng dụng này,negative
I regret buying this movie,negative
I really like this movie,positive
Tôi rất thất vọng với trò chơi,negative
Tôi rất hài lòng với điện thoại,positive
máy tính này rất rất kém,negative
I am very disappointed with this laptop,negative
I really like this game,positive
I love this product,positive
ứng dụng này thật sự tốt,positive
Đây là một thiết bị kém,negative
I love this item,positive
dịch vụ này thật sự thất vọng,negative
thiết bị này rất xuất sắc,positive
The phone works very horrible,negative
Trải nghiệm với thiết bị rất rất kém,negative
Tôi rất thất vọng với điện thoại,negative
I hate this item,negative
This is a very awful app,negative
This is a very terrible item,negative
sản phẩm này thật sự thất vọng,negative
I am very disappointed with this product,negative
I really like this service,positive
Trải nghiệm với thiết bị rất tốt,positive
The laptop works very bad,negative
sản phẩm này thật sự xuất sắc,positive
Tôi rất hài lòng với sản phẩm,positive
Trải nghiệm với sản phẩm rất tốt,positive
sản phẩm này thật sự đáng tiền,positive
Tôi ghét trò chơi này,negative
dịch vụ này thật sự đáng tiền,positive
Đây là một máy tính tồi tệ,negative
This is a very terrible product,negative
điện thoại này rất rất kém,negative
Trải nghiệm với máy tính rất tốt,positive
Tôi rất thích ứng dụng này,positive
